season,home_team,away_team,home_attack,home_defense,home_midfield,home_overall,home_form,away_attack,away_defense,away_midfield,away_overall,away_form,home_goals,away_goals
1,Arsenal,Everton,27.040476190476188,29.2051,30.750814880952383,29.176826190476188,0.7483459044997338,30.566525714285717,27.871440476190475,24.462962962962962,27.08958268398268,0.7356942446712893,3,1
1,Brighton,Manchester City,24.227862339682535,29.450476190476188,27.815073756613756,28.069273306060605,0.7493754869944613,33.28727380952381,28.369127891156463,28.459619047619046,29.279789177489178,0.7570575084729904,0,7
1,Southampton,Manchester United,31.93154761904762,29.793635931292517,29.989672250340135,30.633433555627708,0.745,31.56433492063492,26.82936507936508,24.137586666666667,27.909923246753248,0.7119885698919602,4,2
1,Aston Villa,Everton,32.56402116402117,30.616071428571427,28.565907619047618,30.947013636363636,0.739502204862704,30.549658411428574,27.871440476190475,24.462962962962962,27.08574920606061,0.7506942446712894,3,3
1,Manchester United,Fulham,31.55638888888889,26.82936507936508,24.130622040816327,27.90445658008658,0.724986191134088,31.045714285714286,28.49356302857143,28.368988095238095,29.028297429437227,0.7526086719098473,5,10
1,Bournemouth,Crystal Palace,32.74892380952381,30.76746031746032,32.27841981608976,31.497033179876794,0.7412899927520187,30.437142857142856,26.72936507936508,29.004329004329005,28.70952380952381,0.715,0,4
1,Arsenal,Bournemouth,27.040476190476188,29.2051,30.750814880952383,29.176826190476188,0.760220871161946,32.74892380952381,30.770386904761907,32.27841981608976,31.498629500223117,0.7562899927520186,1,2
1,Manchester United,Brentford,31.55638888888889,26.82936507936508,24.130622040816327,27.90445658008658,0.7356321047786024,24.622619047619047,25.00793650793651,27.15949143280423,25.818060348051947,0.7599999999999999,2,9
1,Chelsea,Everton,28.627142857142854,29.02833544217687,30.676181961904764,29.22048574891775,0.7108410115765065,30.549658411428574,27.871440476190475,24.462962962962962,27.08574920606061,0.7656942446712893,3,8
1,Tottenham,Manchester United,27.890476190476193,25.73142857142857,33.849153031746035,28.53418459307359,0.7692663622604429,31.560410366666662,26.818168253968253,24.130622040816327,27.9030480504329,0.7481930806641266,12,10
1,Brentford,Burnley,24.631159523809522,25.00793650793651,27.15949143280423,25.819613161904762,0.775,30.402380952380952,28.46666666666667,29.817585188571428,29.432668592207794,0.7275034300888364,5,2
1,Newcastle,Liverpool,32.02635333333333,29.796969696969697,28.93253968253968,30.067894155844158,0.745,29.17862142857143,28.46964285714286,27.473809523809525,28.455862337662335,0.7256572639968387,15,2
1,Burnley,Manchester City,30.38470326190476,28.46666666666667,29.817585188571428,29.429454466666666,0.7386632831995977,33.28727380952381,28.369127891156463,28.459619047619046,29.279789177489178,0.7720575084729905,1,7
1,Manchester City,Wolves,33.28727380952381,28.369127891156463,28.459619047619046,29.279789177489178,0.7830004313373337,34.16020714285714,29.500790476190474,26.86785714285714,30.292825324675324,0.7599999999999999,0,1
1,Brentford,Everton,24.631159523809522,25.011095767195766,27.149490527811235,25.81681430683187,0.7844247553476841,30.549658411428574,27.871440476190475,24.462962962962962,27.08574920606061,0.7806942446712895,0,3
1,Southampton,Nottingham Forest,31.93154761904762,29.787079065986394,29.989672250340135,30.63134728030303,0.7571946278420078,29.21496598639456,26.65873015873016,26.42301587301587,27.407792207792205,0.7427021772699433,0,1
1,West Ham,Liverpool,24.78412698412698,29.78142857142857,30.268607407407405,29.299278787878787,0.715,29.17862142857143,28.46964285714286,27.555269841269844,28.47807878787879,0.7352441319158955,5,4
1,Nottingham Forest,Tottenham,29.203684353741497,26.661727513227515,26.42301587301587,27.40542878787879,0.7577021772699433,27.890476190476193,25.73142857142857,33.849153031746035,28.53418459307359,0.7794467995752999,8,4
1,Crystal Palace,Everton,30.437142857142856,26.72936507936508,29.004329004329005,28.70952380952381,0.73,30.53283876702222,27.871440476190475,24.520137566137564,27.10531616999423,0.7927552363998182,4,0
1,Aston Villa,Bournemouth,32.56402116402117,30.616071428571427,28.565907619047618,30.947013636363636,0.7500177796557126,32.74892380952381,30.770386904761907,32.27841981608976,31.498629500223117,0.7712899927520187,0,5
1,Wolves,West Ham,34.16645227063492,29.500790476190474,26.86785714285714,30.29452854134199,0.775,24.78412698412698,29.78142857142857,30.268607407407405,29.299278787878787,0.7255722718455258,2,0
1,Aston Villa,Manchester City,32.56402116402117,30.616071428571427,28.68699036190476,30.97453244155844,0.7636541432920763,33.29521547619048,28.369127891156463,28.459619047619046,29.28123311688312,0.7980004313373336,1,1
1,Burnley,West Ham,30.38470326190476,28.46666666666667,29.82103756952381,29.43102373073593,0.7503011210168163,24.78412698412698,29.78142857142857,30.268607407407405,29.299278787878787,0.7405722718455258,2,7
1,Fulham,Tottenham,31.045714285714286,28.49356302857143,28.455141666666666,29.059626000865798,0.7660549892604883,27.86255926190476,25.73142857142857,33.849153031746035,28.526570885281387,0.7944467995753001,7,10
1,Liverpool,Manchester City,29.17862142857143,28.46964285714286,27.555269841269844,28.47807878787879,0.7482601046551981,33.29521547619048,28.36456870748299,28.46924880952381,29.280082683982684,0.8130004313373337,6,8
1,Newcastle,Brighton,32.02635333333333,29.796969696969697,28.93253968253968,30.067894155844158,0.7599999999999999,24.227862339682535,29.507342857142856,27.818402328042325,28.096483479220776,0.763011850630825,2,2
1,Wolves,Leicester,34.16645227063492,29.500790476190474,26.99209523809524,30.317117285930735,0.7899999999999999,28.437034013605444,30.461225253571428,30.301616326530613,29.766379745887445,0.7347465827253509,8,3
1,Southampton,West Ham,31.93154761904762,29.787079065986394,29.980793586111563,30.628522250775756,0.7721946278420078,24.78412698412698,29.784319523809522,30.347545693121692,29.33288579220779,0.7555722718455258,2,2
1,Tottenham,Southampton,27.86255926190476,25.73142857142857,33.81516772042714,28.517302164012598,0.805533829419048,31.93154761904762,29.787079065986394,29.98601807590748,30.630184588438098,0.7871946278420077,6,7
1,Crystal Palace,Southampton,30.437142857142856,26.72936507936508,29.004329004329005,28.70952380952381,0.7425989445731992,31.93154761904762,29.787079065986394,29.98601807590748,30.630184588438098,0.8021946278420077,0,2
1,Fulham,Brighton,31.045714285714286,28.49356302857143,28.455141666666666,29.059626000865798,0.7772354916389783,24.227862339682535,29.51055714285714,27.886617337566136,28.12585065844156,0.7766482142671887,1,2
1,Everton,Crystal Palace,30.53283876702222,27.871440476190475,24.520137566137564,27.10531616999423,0.8048719395669527,30.437142857142856,26.734079365079367,29.007241558441557,28.712265800865797,0.7575989445731992,0,2
1,Wolves,Manchester United,34.16645227063492,29.504146825396827,27.106666666666666,30.33977919069264,0.8049999999999998,31.56493893809524,26.818168253968253,24.130622040816327,27.904900647835497,0.757297372396001,7,2
1,Fulham,Aston Villa,31.009439533333335,28.49356302857143,28.455141666666666,29.051381738961037,0.7893324431332551,32.56402116402117,30.616071428571427,28.68699036190476,30.97453244155844,0.7772905069284399,3,7
1,Chelsea,Manchester City,28.627142857142854,29.02833544217687,30.676181961904764,29.22048574891775,0.7197085187098978,33.29521547619048,28.36697857142857,28.46924880952381,29.281616233766236,0.8280004313373336,2,6
1,Fulham,Liverpool,31.009439533333335,28.49356302857143,28.455141666666666,29.051381738961037,0.7993694057598659,29.256430952380953,28.46964285714286,27.555269841269844,28.50637316017316,0.763260104655198,8,9
1,Newcastle,Burnley,32.02635333333333,29.796969696969697,28.93253968253968,30.067894155844158,0.775,30.38470326190476,28.45874285714286,29.82103756952381,29.428142345454546,0.760846454841213,5,1
1,Liverpool,Brentford,29.26124766904762,28.451609732142856,27.555269841269844,28.501567193506492,0.7732228673183399,24.631159523809522,25.013914814814814,27.149490527811235,25.817967553585117,0.7994247553476842,5,14
1,Chelsea,West Ham,28.627142857142854,29.02833544217687,30.676181961904764,29.22048574891775,0.7309382634659992,24.78412698412698,29.784319523809522,30.347545693121692,29.33288579220779,0.7692086354818894,0,7
1,Burnley,Brighton,30.38470326190476,28.45874285714286,29.82103756952381,29.428142345454546,0.7722448677567632,24.412687736507934,29.51055714285714,27.886617337566136,28.15105412164502,0.7902845779035522,2,7
1,Leicester,Manchester City,28.437034013605444,30.461225253571428,30.301616326530613,29.766379745887445,0.7447239363787689,33.29521547619048,28.36697857142857,28.46924880952381,29.281616233766236,0.8430004313373337,0,8
1,Bournemouth,Nottingham Forest,32.74892380952381,30.770386904761907,32.27841981608976,31.498629500223117,0.7862899927520186,29.203684353741497,26.665373015873016,26.42301587301587,27.40692012987013,0.7686973949510304,4,1
1,Leicester,Bournemouth,28.437034013605444,30.46596275357143,30.301616326530613,29.768102473160173,0.7597239363787689,32.65534902380952,30.77956364087301,32.27841981608976,31.49512819394606,0.7981095034373376,4,3
1,Southampton,Burnley,31.93154761904762,29.7781566170068,29.991247790193196,30.629009627399135,0.8158309914783713,30.38470326190476,28.45874285714286,29.812456040409323,29.424241650402507,0.7845967948758282,10,3
1,West Ham,Tottenham,24.78412698412698,29.85628955761905,30.347545693121692,29.36559944393939,0.782844999118253,27.86255926190476,25.73142857142857,33.82143438709381,28.51901125492169,0.81834796745346,6,3
1,Tottenham,Brighton,27.86255926190476,25.73142857142857,33.82143438709381,28.51901125492169,0.829083071333569,24.412687736507934,29.51055714285714,27.886617337566136,28.15105412164502,0.8039209415399159,5,6
1,Crystal Palace,Fulham,30.437142857142856,26.734079365079367,29.007241558441557,28.712265800865797,0.7725989445731991,31.009439533333335,28.486811705820102,28.455141666666666,29.048619834199133,0.8143694057598658,4,4
1,Fulham,Arsenal,31.009439533333335,28.486811705820102,28.455141666666666,29.048619834199133,0.8282878101996348,27.04616746031746,29.2051,30.750814880952383,29.178378354978353,0.775220871161946,1,7
1,Wolves,Chelsea,34.16645227063492,29.504146825396827,27.106666666666666,30.33977919069264,0.82,28.630813809523808,29.02833544217687,30.614499339371996,29.20813558578801,0.740169449449411,2,1
1,Everton,Manchester United,30.53283876702222,27.871440476190475,24.51317142857143,27.10246638644444,0.8176857628879509,31.56493893809524,26.818168253968253,24.201836359183677,27.927559749134197,0.7722973723960009,5,6
1,Leicester,Newcastle,28.437034013605444,30.46596275357143,30.301616326530613,29.768102473160173,0.7747239363787689,32.02635333333333,29.796969696969697,28.93253968253968,30.067894155844158,0.7899999999999999,1,1
1,Burnley,Everton,30.38470326190476,28.45874285714286,29.812456040409323,29.424241650402507,0.7961149818102217,30.53283876702222,27.955845476190476,24.506219223280425,27.13031502973449,0.8326857628879509,4,7
1,Newcastle,Manchester United,32.02635333333333,29.796969696969697,28.93253968253968,30.067894155844158,0.805,31.569472038095242,26.818168253968253,24.201836359183677,27.9294141991342,0.785379434935799,9,2
1,Tottenham,West Ham,27.86255926190476,25.73142857142857,33.82143438709381,28.51901125492169,0.8348520685851626,24.78412698412698,29.859186294795713,30.41034555936508,29.392606997028352,0.7933644206335607,1,0
1,Southampton,Tottenham,31.93154761904762,29.782678821768705,29.991247790193196,30.630448510732467,0.829467355114735,27.86255926190476,25.73142857142857,33.82143438709381,28.51901125492169,0.8340474711447399,12,2
1,Southampton,Brentford,31.93154761904762,29.782678821768705,29.991247790193196,30.630448510732467,0.8431037187510987,24.631159523809522,25.013914814814814,27.149490527811235,25.817967553585117,0.8109324340507502,2,0
1,Liverpool,Burnley,29.26124766904762,28.451609732142856,27.555269841269844,28.501567193506492,0.7865972948876622,30.38470326190476,28.45874285714286,29.812456040409323,29.424241650402507,0.8097513454465853,10,11
1,Brentford,Southampton,24.631159523809522,25.01673668148148,27.22578005162076,25.850331304234466,0.8259324340507503,31.93154761904762,29.787205548735376,29.991247790193196,30.63188883294913,0.845210239490542,4,2
1,Liverpool,Fulham,29.335414335714287,28.451609732142856,27.555269841269844,28.52853689047619,0.7998170140026076,31.009439533333335,28.486811705820102,28.455141666666666,29.048619834199133,0.8282878101996348,4,10
1,Southampton,Wolves,31.93154761904762,29.787205548735376,29.991247790193196,30.63188883294913,0.849301148581451,34.39583449285714,29.50739722222222,27.241039523809523,30.4285423508658,0.8310002804177038,3,2
1,Bournemouth,Brentford,32.65534902380952,30.77956364087301,32.27841981608976,31.49512819394606,0.8131095034373377,24.636645238095234,25.01673668148148,27.22578005162076,25.851328706831865,0.8393320210625462,3,2
1,Leicester,Aston Villa,28.437034013605444,30.46596275357143,30.306548299319726,29.769671737229434,0.7897239363787688,32.56402116402117,30.607540476190476,28.68699036190476,30.971430277056278,0.7904663910315027,6,4
1,Burnley,Tottenham,30.38470326190476,28.450834895238096,29.815911873742657,29.422936861225022,0.8193785643468672,27.867845769841267,25.73142857142857,33.79413816080679,28.51300860446246,0.8354111075083762,8,10
1,Aston Villa,Brighton,32.56402116402117,30.607540476190476,28.68699036190476,30.971430277056278,0.8041027546678664,24.412687736507934,29.568561142857142,27.886617337566136,28.177419576190474,0.8153404241124775,5,4
1,Leicester,Liverpool,28.437034013605444,30.46596275357143,30.306548299319726,29.769671737229434,0.8005622748838146,29.335414335714287,28.451609732142856,27.627412698412698,28.54821221515152,0.8148170140026075,0,2
1,Chelsea,Aston Villa,28.630813809523808,29.018968095238098,30.614499339371996,29.205155066307487,0.7512591575331033,32.56816402116402,30.611913095238094,28.69331798095238,30.97615322077922,0.81773911830423,3,10
1,Leicester,West Ham,28.437034013605444,30.46596275357143,30.306548299319726,29.769671737229434,0.8155622748838145,24.78412698412698,29.859186294795713,30.492472951822222,29.426204566669913,0.8015871426544262,4,2
1,Bournemouth,Newcastle,32.65534902380952,30.77956364087301,32.27841981608976,31.49512819394606,0.8257125748499953,32.02635333333333,29.796969696969697,28.93253968253968,30.067894155844158,0.8186363636363637,0,1
1,Brentford,Aston Villa,24.636645238095234,25.019561370014813,27.22578005162076,25.85248426123187,0.8488774756080009,32.56816402116402,30.615372619047616,28.69331798095238,30.977411229437227,0.8272213023034568,4,2
1,Newcastle,Chelsea,32.02635333333333,29.80001645021645,28.93253968253968,30.06941753246753,0.8336363636363636,28.630813809523808,29.009619482993198,30.62145867270533,29.203762174532596,0.7603108266681912,4,2
1,Manchester United,Southampton,31.569472038095242,26.818168253968253,24.201836359183677,27.9294141991342,0.7976926641347807,31.93154761904762,29.787205548735376,29.996482734193194,30.633554496949134,0.8533920576723601,2,6
1,Bournemouth,Tottenham,32.65534902380952,30.77956364087301,32.282218030375475,31.49650936277723,0.8348683217913546,27.867845769841267,25.73142857142857,33.79413816080679,28.51300860446246,0.8381030207236123,0,2
1,West Ham,Manchester United,24.78412698412698,29.859186294795713,30.492472951822222,29.426204566669913,0.8152235062907899,31.569472038095242,26.818168253968253,24.201836359183677,27.9294141991342,0.8082409339644208,13,0
1,Southampton,Newcastle,31.93154761904762,29.787205548735376,29.996482734193194,30.633554496949134,0.8554027313397264,32.02635333333333,29.80001645021645,28.93253968253968,30.06941753246753,0.8472727272727273,1,2
1,Leicester,Tottenham,28.426196478911567,30.46596275357143,30.306548299319726,29.76622343073593,0.8305622748838146,27.867845769841267,25.73142857142857,33.76053940692303,28.50384530794871,0.8342146587098153,16,2
1,Arsenal,Wolves,27.04616746031746,29.2051,30.7428125,29.1754683982684,0.790220871161946,34.4020858657627,29.50739722222222,27.37029683809524,30.45374860061926,0.8460002804177038,1,1
1,Liverpool,West Ham,29.335414335714287,28.451609732142856,27.627412698412698,28.54821221515152,0.8298170140026077,24.78412698412698,29.859186294795713,30.492472951822222,29.426204566669913,0.826269050754681,1,0
1,West Ham,Brentford,24.975492063492066,29.859186294795713,30.576242892128512,29.48656932579954,0.833087232572863,24.622737828571427,25.019561370014813,27.22969560347261,25.851557457985113,0.8525998426456538,3,0
1,Fulham,Southampton,31.009439533333335,28.47775385768915,28.455141666666666,29.044914350872833,0.8277897578616037,31.93154761904762,29.77840282764694,29.996482734193194,30.630753631148266,0.8581300040669991,3,7
1,Aston Villa,Leicester,32.56816402116402,30.594434529761905,28.69331798095238,30.969797378787874,0.8308052789948008,28.426196478911567,30.46596275357143,30.306548299319726,29.76622343073593,0.8389436460729643,2,4
1,Liverpool,Tottenham,29.335414335714287,28.451609732142856,27.63394444444444,28.549993600432902,0.8318849553218168,27.867845769841267,25.73142857142857,33.76053940692303,28.50384530794871,0.8403978577585945,7,10
1,Liverpool,Southampton,29.335414335714287,28.451609732142856,27.604553444444445,28.54197787316017,0.8310435773501349,31.93154761904762,29.77840282764694,29.996482734193194,30.630753631148266,0.8594936404306356,1,5
1,Tottenham,Nottingham Forest,27.867845769841267,25.73142857142857,33.76053940692303,28.50384530794871,0.8381339721849993,29.203684353741497,26.665373015873016,26.42301587301587,27.40692012987013,0.7836973949510303,4,9
1,Crystal Palace,Nottingham Forest,30.437142857142856,26.734079365079367,29.007241558441557,28.712265800865797,0.7862353082095628,29.203684353741497,26.67137671992857,26.428694444444442,27.41092489191883,0.7938884204194003,4,2
1,Bournemouth,Leicester,32.65534902380952,30.77956364087301,32.282218030375475,31.49650936277723,0.8403228672459001,28.511848723809525,30.46596275357143,30.300877889795917,29.791672196536798,0.8410652555202863,6,1
1,Everton,Brentford,30.53283876702222,27.949539523809523,24.506219223280425,27.128021956141414,0.8368878992949326,24.622737828571427,25.019561370014813,27.22969560347261,25.851557457985113,0.8580543881001991,0,3
1,Brighton,Arsenal,24.412687736507934,29.568561142857142,27.95619664728042,28.20588383925541,0.8254105353057084,27.137294444444446,29.2051,30.7428125,29.20032121212121,0.8052208711619461,0,2
1,Bournemouth,Arsenal,32.56229705691881,30.78277796309524,32.286626363708805,31.49140639002959,0.8425898759227014,27.137294444444446,29.2051,30.7428125,29.20032121212121,0.820220871161946,2,3
1,Fulham,Nottingham Forest,31.009439533333335,28.47775385768915,28.455141666666666,29.044914350872833,0.8297607838327132,29.203684353741497,26.67502586807672,26.428694444444442,27.412417725252165,0.8088884204194003,3,5
1,Fulham,West Ham,31.009439533333335,28.47775385768915,28.459573214285715,29.046525822734306,0.8270880853572229,24.975492063492066,29.920672009081425,30.576242892128512,29.514517377747595,0.841097635439625,3,6
1,Everton,Wolves,30.516066630110068,27.949539523809523,24.4992809224,27.121371711028477,0.8380148825606129,34.4020858657627,29.50327079047619,27.377954488095238,30.452890119666883,0.850091189508613,0,4
1,Wolves,Everton,34.4020858657627,29.506448565076187,27.377954488095238,30.45462345126688,0.8528184622358856,30.516066630110068,27.949539523809523,24.4992809224,27.121371711028477,0.8440913660731205,4,1
1,Southampton,Brighton,31.93154761904762,29.77840282764694,29.992862006237083,30.629601581344048,0.8622209131579083,24.412687736507934,29.57512483333333,27.95619664728042,28.208867334926403,0.8284430292722633,3,0
1,Newcastle,Everton,32.02635333333333,29.80001645021645,28.93253968253968,30.06941753246753,0.8527272727272727,30.516066630110068,28.007789523809524,24.49570252986737,27.14108964135604,0.8477507400899501,3,0
1,Bournemouth,Chelsea,32.56229705691881,30.78277796309524,32.24733023214255,31.477116887641856,0.8488452076784455,28.630813809523808,29.014371863945577,30.628424965371998,29.20685754407805,0.7706557394906305,12,0
1,Arsenal,Crystal Palace,27.137294444444446,29.2051,30.7428125,29.20032121212121,0.8352208711619461,30.437142857142856,26.734079365079367,29.007241558441557,28.712265800865797,0.7973450998538851,4,0
1,Manchester United,Newcastle,31.569472038095242,26.818168253968253,24.27447496391837,27.95252648245887,0.817036321694529,32.02635333333333,29.85149696969697,28.874037246031747,30.07920258225108,0.8568181818181819,0,7
1,Brighton,Everton,24.412687736507934,29.57834555083333,27.95619664728042,28.210331297426407,0.8328200083069767,30.516066630110068,28.007789523809524,24.49570252986737,27.14108964135604,0.8506225269595905,0,2
1,Arsenal,Liverpool,27.137294444444446,29.2051,30.734826123809526,29.197417075324676,0.8420390529801278,29.411064335714286,28.535002589285714,27.575326334439207,28.59184060939251,0.8316162133283882,9,1
1,Nottingham Forest,Manchester United,29.208931292517008,26.67502586807672,26.428694444444442,27.414087205771647,0.8238884204194004,31.569472038095242,26.799687473015876,24.27447496391837,27.94748626947186,0.8186877444237006,10,3
1,Fulham,Everton,31.009439533333335,28.48115756139286,28.459573214285715,29.04791824697673,0.8250847073287203,30.516066630110068,28.007789523809524,24.54775543992028,27.16238401365041,0.8544947183882768,2,4
1,Manchester United,Arsenal,31.57400967119524,26.799687473015876,24.27447496391837,27.949342573921864,0.8148566680230563,27.137294444444446,29.209484141666664,30.734826123809526,29.199011308658008,0.848330299372154,3,10
1,Newcastle,Leicester,32.02635333333333,29.85149696969697,28.83916668362349,30.069692428867015,0.8581818181818182,28.511848723809525,30.46596275357143,30.300877889795917,29.791672196536798,0.8454554663260165,4,2
1,Brentford,Arsenal,24.622737828571427,25.019561370014813,27.22969560347261,25.851557457985113,0.857470495130665,27.26490714285714,29.209484141666664,30.734826123809526,29.233814771861475,0.8558296776963012,1,3
1,Nottingham Forest,Aston Villa,29.208931292517008,26.67502586807672,26.432615873015873,27.415156686291127,0.8388884204194004,32.56816402116402,30.594434529761905,28.816822378666664,30.99786656008658,0.835625893107563,4,4
1,Newcastle,Bournemouth,32.02635333333333,29.85149696969697,28.83916668362349,30.069692428867015,0.8595454545454545,32.57790312358547,30.785995499639682,32.225657933418844,31.472409805008997,0.8529361167693547,2,2
1,Southampton,Chelsea,31.93154761904762,29.77840282764694,29.984018821150762,30.626787840634766,0.8635845495215446,28.630813809523808,29.014371863945577,30.628424965371998,29.20685754407805,0.7834794310707861,9,0
1,Liverpool,Brighton,29.411064335714286,28.535002589285714,27.575326334439207,28.59184060939251,0.8319557463981501,24.412687736507934,29.57834555083333,27.95619664728042,28.210331297426407,0.8402382168747212,4,13
1,Brentford,Leicester,24.622737828571427,25.023016925570367,27.233615070876315,25.854574512832084,0.8571911900156338,28.511848723809525,30.461139455015477,30.300877889795917,29.789918269789176,0.853237809546921,0,6
1,Leicester,Burnley,28.516748043537415,30.552984693110712,30.300877889795917,29.824875412646318,0.855990108487368,30.38470326190476,28.52352537142857,29.819371162909327,29.450942165824586,0.8169545138394512,13,2
1,Bournemouth,Manchester City,32.57790312358547,30.785995499639682,32.225657933418844,31.472409805008997,0.8570270258602637,33.29521547619048,28.36697857142857,28.478888201190472,29.283368850432904,0.8465829575581892,4,1
1,Crystal Palace,Brighton,30.437142857142856,26.734079365079367,29.007241558441557,28.712265800865797,0.8093055216890412,24.412687736507934,29.57834555083333,27.95619664728042,28.210331297426407,0.8472291951718198,0,2
1,Fulham,Manchester City,30.97337067623343,28.472124264134997,28.459573214285715,29.03602533966672,0.8222202238115408,33.41214322619047,28.36697857142857,28.478888201190472,29.30462844134199,0.8493102302854619,3,9
1,Wolves,Nottingham Forest,34.4020858657627,29.506448565076187,27.377954488095238,30.45462345126688,0.8524987606905721,29.208931292517008,26.67502586807672,26.432615873015873,27.415156686291127,0.8443429658739457,5,6
1,Nottingham Forest,Bournemouth,29.208931292517008,26.67502586807672,26.513092063492063,27.437104738239178,0.8507316976949116,32.57790312358547,30.788927943042456,32.225657933418844,31.474009319592327,0.854365285353375,1,0
1,Manchester City,Chelsea,33.41214322619047,28.36934387755102,28.478888201190472,29.306133636147184,0.8539527354583935,28.630813809523808,29.014371863945577,30.63539822433133,29.20844237565972,0.7934430420091207,8,0
1,Newcastle,Southampton,32.02635333333333,29.85149696969697,28.82846604235365,30.066774072157056,0.8552645447673967,31.93154761904762,29.77840282764694,29.984018821150762,30.626787840634766,0.8649481858851811,2,5
1,Burnley,Fulham,30.38470326190476,28.51563322544762,29.819371162909327,29.448072294558788,0.816821125296141,30.97337067623343,28.472124264134997,28.459573214285715,29.03602533966672,0.8251232723172638,7,8
1,Newcastle,Brentford,32.02635333333333,29.85149696969697,28.82846604235365,30.066774072157056,0.8542816782172277,24.622737828571427,25.023016925570367,27.233615070876315,25.854574512832084,0.8614559058537743,1,2
1,Brighton,Crystal Palace,24.412687736507934,29.57834555083333,27.95619664728042,28.210331297426407,0.8504097462878765,30.57384761904762,26.734079365079367,29.007241558441557,28.743335064935067,0.8243055216890413,1,2
1,Tottenham,Arsenal,27.867845769841267,25.781657142857142,33.76053940692303,28.526676476779873,0.8420469423412512,27.26490714285714,29.209484141666664,30.72685572037143,29.230916443338526,0.8576480723853677,4,0
1,Fulham,Bournemouth,30.937506513532746,28.472124264134997,28.459573214285715,29.02787439359838,0.8266940137625469,32.57790312358547,30.79186331888864,32.225657933418844,31.475610433690246,0.8585782409239452,0,6
